samplename,AG0320-001,AG0320-002,AG0320-004,AG0320-006,AG0320-009,AG0320-010,AG0320-011,AG0320-012,AG0320-013,AG0320-014,AG0320-016,AG0320-017,AG0320-018,AG0320-019,AG0320-020,AG0320-021,AG0320-022,AG0320-023,AG0320-024,AG0320-025,AG0320-026,AG0320-027,AG0320-028,AG0320-029,AG0320-030,AG0320-031,AG0320-032,AG0320-034,AG0320-035,AG0320-036,AG0320-037,AG0320-038,AG0320-039,AG0320-040,AG0320-041,AG0320-042,AG0320-043,AG0320-044,AG0320-046,AG0320-048,AG0320-049,AG0320-050,AG0320-051,AG0320-052,AG0320-053,AG0320-054,AG0320-055,AG0320-056,AG0320-057,AG0320-058,AG0320-059,AG0320-060,AG0320-061,AG0320-062,AG0320-063,AG0320-064,AG0320-066,AG0320-067,AG0320-069,AG0320-071,AG0320-073,AG0320-074,AG0320-075,AG0320-076,AG0320-077,AG0320-078,AG0320-079,AG0320-080,AG0320-081,AG0320-082,AG0320-083,AG0320-084,AG0320-085,AG0320-087,AG0320-088,AG0320-089,AG0320-090,AG0320-092,AG0320-093,AG0320-094,AG0320-095,AG0320-097,AG0320-098,AG0320-100,AG0320-101,AG0320-102,AG0320-103,AG0320-104,AG0320-105,AG0320-106,AG0320-107,AG0320-109,AG0320-110,AG0320-111,AG0320-112,AG0320-113,AG0320-114,AG0320-115,AG0320-116,AG0320-120,AG0320-121,AG0320-122,AG0320-124,AG0320-125,AG0320-126,AG0320-127,AG0320-128,AG0320-129,AG0320-130,AG0320-131,AG0320-132,AG0320-133,AG0320-134,AG0320-135,AG0320-137,AG0320-138,AG0320-139,AG0320-140,AG0320-141,AG0320-142,AG0320-143,AG0320-144,AG0320-145,AG0320-146,AG0320-147,AG0320-148,AG0320-149,AG0320-150,AG0320-151,AG0320-152,AG0320-153,AG0320-154,AG0320-155,AG0320-156,AG0320-157,AG0320-158,AG0320-159,AG0320-160,AG0320-161,AG0320-162,AG0320-163,AG0320-164,AG0320-165,AG0320-166,AG0320-167,AG0320-168,AG0320-169,AG0320-170,AG0320-171,AG0320-172,AG0320-173,AG0320-174,AG0320-175,AG0320-176,AG0320-177,AG0320-178,AG0320-179,AG0320-180,AG0320-181,AG0320-182,AG0320-183,AG0320-184,AG0320-185,AG0320-186,AG0320-187,AG0320-188,AG0320-189,AG0320-190,AG0320-192,AG0320-193,AG0320-194,AG0320-195,AG0320-196,AG0320-197,AG0320-198,AG0320-199,AG0320-200,AG0320-201,AG0320-202,AG0320-203,AG0320-204,AG0320-205,AG0320-206,AG0320-207,AG0320-208,AG0320-209,AG0320-210,AG0320-211,AG0320-212,AG0320-213,AG0320-214,AG0320-215,AG0320-216,AG0320-217,AG0320-218,AG0320-219,AG0320-220,AG0320-221,AG0320-223,AG0320-224,AG0320-225,AG0320-226,AG0320-227,AG0320-228,AG0320-229,AG0320-230,AG0320-231,AG0320-232,AG0320-233,AG0320-234,AG0320-235,AG0320-236,AG0320-237,AG0320-238,AG0320-239,AG0320-240,AG0320-241,AG0320-243,AG0320-244,AG0320-245,AG0320-246,AG0320-247,AG0320-255,AG0320-256,AG0320-257,AG0320-258,AG0320-259,AG0320-260,AG0320-261,AG0320-262,AG0320-263,AG0320-264,AG0320-265,AG0320-266,AG0320-267,AG0320-268,AG0320-269,AG0320-270,AG0320-271,AG0320-272,AG0320-273,AG0320-274,AG0320-275,AG0320-276,AG0320-277,AG0320-278,AG0320-279,AG0320-280,AG0320-281,AG0320-282,AG0320-283,AG0320-284,AG0320-285,AG0320-286,AG0320-287,AG0320-288,AG0320-289,AG0320-290,AG0320-291,AG0320-292,AG0320-293,AG0320-294,AG0320-295,AG0320-296,AG0320-297,AG0320-298,AG0320-299,AG0320-300,AG0320-302,AG0320-303,AG0320-304,AG0320-305,AG0320-306,AG0320-307,AG0320-308,AG0320-309,AG0320-310,AG0320-311,AG0320-312,AG0320-313,AG0320-314,AG0320-315,AG0320-316,AG0320-317,AG0320-318,AG0320-319,AG0320-320,AG0320-321,AG0320-322,AG0320-323,AG0320-324,AG0320-325,AG0320-326,AG0320-327,AG0320-328,AG0320-329,AG0320-330,AG0320-331,AG0320-332,AG0320-334,AG0320-335,AG0320-336,AG0320-337,AG0320-338,AG0320-339,AG0320-340,AG0320-341,AG0320-342,AG0320-343,AG0320-344,AG0320-345,AG0320-346,AG0320-347,AG0320-348,AG0320-349,AG0320-350,AG0320-351,AG0320-352,AG0320-353,AG0320-354,AG0320-355,AG0320-356,AG0320-357,AG0320-358,AG0320-359,AG0320-360,AG0320-361,AG0320-362,AG0320-363,AG0320-365,AG0320-366,AG0320-368,AG0320-369,AG0320-370,AG0320-371,AG0320-372,AG0320-373,AG0320-374,AG0320-375,AG0320-376,AG0320-377,AG0320-378,AG0320-379,AG0320-380,AG0320-381,AG0320-382,AG0320-383,AG0320-384,AG0320-385,AG0320-386,AG0320-387,AG0320-388,AG0320-389,AG0320-390,AG0320-391,AG0320-392,AG0320-393,AG0320-394,AG0320-395,AG0320-396,AG0320-397,AG0320-398,AG0320-399,AG0320-400,AG0320-401,AG0320-402,AG0320-403,AG0320-404,AG0320-405,AG0320-408,AG0320-409,AG0320-410,AG0320-411,AG0320-412,AG0320-413,AG0320-416,AG0320-417,AG0320-418,AG0320-419,AG0320-420,AG0320-421,AG0320-422,AG0320-423,AG0320-424,AG0320-425,AG0320-426,AG0320-427,AG0320-428,AG0320-429,AG0320-430,AG0320-431,AG0320-432,AG0320-433,AG0320-434,AG0320-435,AG0320-436,AG0320-437,AG0320-438,AG0320-440,AG0320-441,AG0320-442,AG0320-443,AG0320-444,AG0320-445,AG0320-446,AG0320-447,AG0320-448,AG0320-449,AG0320-450,AG0320-451,AG0320-452,AG0320-453,AG0320-454,AG0320-456,AG0320-459,AG0320-460,AG0320-461,AG0320-465,AG0320-466,AG0320-467,AG0320-468,AG0320-469,AG0320-470,AG0320-471,AG0320-472,AG0320-473,AG0320-474,AG0320-475,AG0320-476,AG0320-477,AG0320-478,AG0320-479,AG0320-480,AG0320-481,AG0320-483,AG0320-484,AG0320-485,AG0320-486,AG0320-487,AG0320-488,AG0320-489,AG0320-492,AG0320-493,AG0320-494,AG0320-495,AG0320-496,AG0320-497,AG0320-498,AG0320-499,AG0320-500,AG0320-501,AG0320-502,AG0320-503,AG0320-504,AG0320-505,AG0320-506,AG0320-507,AG0320-508,AG0320-509,AG0320-511,AG0320-512,AG0320-513,AG0320-514,AG0320-515,AG0320-516,AG0320-517,AG0320-518,AG0320-519,AG0320-520,AG0320-521,AG0320-522,AG0320-523,AG0320-524,AG0320-525,AG0320-526,AG0320-527,AG0320-528,AG0320-529,AG0320-530,AG0320-531,AG0320-532,AG0320-533,AG0320-534,AG0320-535,AG0320-536,AG0320-537,AG0320-538,AG0320-539,AG0320-540,AG0320-541,AG0320-542,AG0320-543,AG0320-544,AG0320-545,AG0320-546,AG0320-547,AG0320-548,AG0320-549,AG0320-550,AG0320-551,AG0320-552,AG0320-554,AG0320-555,AG0320-556,AG0320-557,AG0320-558,AG0320-559,AG0320-560,AG0320-562,AG0320-563,AG0320-564,AG0320-565,AG0320-566,AG0320-567,AG0320-568,AG0320-569,AG0320-570,AG0320-571,AG0320-572,AG0320-573,AG0320-574,AG0320-575,AG0320-576,AG0320-577,AG0320-578,AG0320-579,AG0320-581,AG0320-582,AG0320-583,AG0320-584,AG0320-585,AG0320-586,AG0320-587,AG0320-588,AG0320-589,AG0320-590,AG0320-591,AG0320-592,AG0320-593,AG0320-594,AG0320-595,AG0320-596,AG0320-597,AG0320-598,AG0320-599,AG0320-600,AG0320-601,AG0320-602,AG0320-603,AG0320-604,AG0320-605,AG0320-606,AG0320-608,AG0320-609,AG0320-610,AG0320-611,AG0320-612,AG0320-613,AG0320-614,AG0320-615,AG0320-616,AG0320-617,AG0320-618,AG0320-619,AG0320-620,AG0320-621,AG0320-622,AG0320-624,AG0320-625,AG0320-626,AG0320-627,AG0320-628,AG0320-629,AG0320-630,AG0320-631,AG0320-633,AG0320-634,AG0320-636,AG0320-638,AG0320-639,AG0320-640,AG0320-641,AG0320-642,AG0320-643,AG0320-644,AG0320-645,AG0320-646,AG0320-647,AG0320-648,AG0320-650,AG0320-651,AG0320-652,AG0320-655,AG0320-656,AG0320-657,AG0320-658,AG0320-661,AG0320-663,AG0320-665,AG0320-666,AG0320-667,AG0320-668,AG0320-669,AG0320-670,AG0320-672,AG0320-673,AG0320-674,AG0320-675,AG0320-676,AG0320-677,AG0320-678,AG0320-679,AG0320-681,AG0320-682,AG0320-683,AG0320-684,AG0320-685,AG0320-686,AG0320-687,AG0320-688,AG0320-690,AG0320-691,AG0320-692,AG0320-693,AG0320-694,AG0320-695,AG0320-696,AG0320-697,AG0320-698,AG0320-699,AG0320-700,AG0320-701,AG0320-702,AG0320-705,AG0320-706,AG0320-707,AG0320-709,AG0320-710,AG0320-712,AG0320-713,AG0320-714,AG0320-715,AG0320-717,AG0320-720,AG0320-723,AG0320-725,AG0320-726,AG0320-727,AG0320-728,AG0320-729,AG0320-731,AG0320-732,AG0320-733,AG0320-735,AG0320-736,AG0320-737,AG0320-738,AG0320-739,AG0320-740,AG0320-741,AG0320-742,AG0320-743,AG0320-745,AG0320-746,AG0320-747,AG0320-748,AG0320-749,AG0320-752,AG0320-753,AG0320-754,AG0320-755,AG0320-758,AG0320-759,AG0320-760,AG0320-761,AG0320-762,AG0320-763,AG0320-764,AG0320-765,AG0320-767,AG0320-768,AG0320-769,AG0320-770,AG0320-771,AG0320-773,AG0320-775,AG0320-776,AG0320-777,AG0320-778,AG0320-779,AG0320-781,AG0320-784,AG0320-785,AG0320-788,AG0320-789,AG0320-791,AG0320-792,AG0320-793,AG0320-794,AG0320-795,AG0320-796,AG0320-797,AG0320-798,AG0320-799,AG0320-800,AG0320-801,AG0320-802,AG0320-803,AG0320-804,AG0320-805,AG0320-806,AG0320-807,AG0320-808,AG0320-810,AG0320-811,AG0320-812,AG0320-813,AG0320-814,AG0320-815,AG0320-816,AG0320-817,AG0320-818,AG0320-819,AG0320-820,AG0320-821,AG0320-822,AG0320-824,AG0320-825,AG0320-826,AG0320-828,AG0320-829,AG0320-830,AG0320-831,AG0320-832,AG0320-833,AG0320-834,AG0320-835,AG0320-836,AG0320-837,AG0320-838,AG0320-842,AG0320-843,AG0320-844,AG0320-845,AG0320-850,AG0320-851,AG0320-852,AG0320-853,AG0320-854,AG0320-855,AG0320-856,AG0320-857,AG0320-858,AG0320-859,AG0320-860,AG0320-861,AG0320-862,AG0320-863,AG0320-864,AG0320-865,AG0320-866,AG0320-867,AG0320-868,AG0320-869,AG0320-870,AG0320-872,AG0320-873,AG0320-875,AG0320-876,AG0320-877,AG0320-878,AG0320-879,AG0320-880,AG0320-881,AG0320-882,AG0320-883,AG0320-884,AG0320-885,AG0320-886,AG0320-887,AG0320-888,AG0320-889,AG0320-890,AG0320-891,AG0320-892,AG0320-893
M01895:175:000000000-CJJKT:1:1101:24102:5478__kiwi2019__AG0320-226__515f,0,59,1,37,0,0,0,12,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,1,3,2,46,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,469,24,293,747,368,218,619,555,362,447,328,437,91,11,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105,588,217,455,725,417,49,153,197,706,675,181,111,18,40,2,217,654,489,69,105,34,118,17,532,392,0,87,104,26,222,104,174,775,151,149,111,225,97,481,305,502,410,669,434,0,508,594,1525,484,1337,644,666,160,455,1070,938,755,334,764,147,594,0,0,0,0,0,0,41,0,1,6,8,0,0,0,1,0,0,15,1,5,5,2,0,0,0,0,15,0,87,0,0,0,19,0,0,9,9,12,29,0,41,10,0,0,0,0,46,0,7,33,2,2,4,0,0,54,0,11,21,0,0,11,14,11,0,6,0,2,5,0,0,25,0,0,1,8,0,2,0,151,15,15,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,66,129,27,9,37,57,56,33,92,75,31,307,103,364,12,695,302,18,134,3,54,118,271,0,0,51,148,50,41,155,338,68,131,0,51,239,108,268,76,41,0,0,3,291,74,4,30,27,56,242,65,17,0,0,0,15,112,39,5,0,301,442,30,497,431,276,285,62,0,45,153,142,55,14,249,118,841,13,55,9,5,0,3,2,0,4,2,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,21,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,69,1,2,0,0,39,34,122,2,0,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,387,434,0,120,11,94,0,0,46,0,0,17,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56,0,0,3,0,0,0,0,3,5,106,3,4,9,0,0,34,0,0,0,24,0,0,3,1,0,42,0,8,0,5,6,48,3,7,4,3,11,56,170,11,36,0,0,0,7,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,230,71,55,0,0,5,2,50,3,74,0,4,0,4,29,0,10,0,335,62,56,24,6,0,19,286,63,13,54,280,41,221,125,0,21,25,26,116,69,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,283,333,178,334,226,333,262,181,278,271,310,341,135,335,240,281,395,299,266,222,369,239,367,196,350,340,361,370,331,308,368,199,245,609,243,190,269,347,356,241,2
M01895:175:000000000-CJJKT:1:2112:17396:20824__kiwi2019__AG0320-499__515f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,0,0,0,0,0,0,1,6,0,19,1,0,0,0,0,0,0,23,0,0,0,0,29,12,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,5,0,0,0,3,74,0,0,33,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,26,0,0,0,0,0,373,311,2,0,0,0,24,50,624,0,0,0,0,0,14,991,0,0,31,0,0,0,0,7,46,0,869,23,0,39,340,37,4,453,0,0,0,0,0,221,144,81,38,99,7,259,60,109,22,12,0,4,32,7,0,4,0,0,4,3,8,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,92,288,69,216,0,2,3,10,0,0,8,12,694,10,58,0,441,91,0,0,656,11,0,0,378,619,0,12,476,15,101,32,16,9,5,21,297,257,130,598,837,272,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,740,173,15,191,758,180,30,56,124,51,150,184,32,36,25,0,384,308,360,92,473,211,162,175,190,145,88,116,64,251,234,59,46,244,295,0,1,179,83,110,37,120,135,86,336,183,438,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,0,0,0,468,0,657,9,0,15,172,0,0,0,1,377,0,0,0,0,0,0,0,0,0,0,0,507,0,8,0,0,110,432,33,21,9,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,341,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,0,0,279,0,0,0,0,0,0,101,0,1,0,0,0,0,111,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,196,559,26,0,0,85,0,40,0,0,0,28,201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M01895:175:000000000-CJJKT:1:1107:21062:22414__kiwi2019__AG0320-799__515f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,539,8,0,0,0,0,0,5,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,392,7,211,2,5,21,555,67,1,5,4,5,154,0,98,529,54,254,63,2,9,4,273,29,155,32,368,64,83,236,5,146,31,11,1,0,3,0,232,197,34,149,248,213,49,292,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,24,0,0,5,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,77,3,1,92,940,33,0,40,180,6,573,284,284,116,134,769,309,47,504,39,785,0,2,554,331,268,326,0,346,31,685,907,514,396,296,68,741,573,4,23,76,272,148,60,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,7,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,2,9,0,1,0,0,0,0,6,0,4,0,0,0,0,0,0,26,40,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,466,0,0,0,0,0,121,336,110,126,105,129,722,395,604,427,8,17,1,229,459,5,32,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M01895:175:000000000-CJJKT:1:1103:16753:16987__kiwi2019__AG0320-276__515f,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,23,0,0,2,5,0,2,1,0,0,0,0,3,0,0,0,2,0,0,0,2,5,0,0,0,0,18,1,13,1,0,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,29,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,67,52,361,0,0,503,2,183,364,0,23,343,0,2,0,27,2796,16,22,0,0,3150,2960,0,0,680,1,168,0,0,163,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,43,0,0,0,0,0,0,0,0,99,0,15,0,0,0,0,0,0,4,2,4,0,0,0,0,0,2,0,0,3,14,0,0,1,1,10,3,0,6,16,4,35,23,139,6,9,2,75,3,2,0,69,0,20,1,20,5,4,1,0,5,2,161,4,27,1,32,1,0,0,342,22,322,0,0,9,31,5,1,0,0,0,0,2,0,0,287,52,247,303,35,521,11,28,55,0,0,55,151,0,0,1,0,0,0,0,0,0,1,3,0,14,0,0,22,0,1,369,2,0,44,7,0,0,20,1,0,0,0,0,6,70,0,72,0,0,0,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,441,433,4,0,7,0,6,2,919,0,0,0,0,0,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,8,0,5,0,0,4,11,6,10,0,0,0,0,0,0,0,0,0,2,0,0,0,634,0,108,0,48,1,1,141,0,502,0,9,0,43,13,0,0,0,15,31,0,26,11,70,0,2,2,0,14,137,149,57,295,584,4,125,83,3,6,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,235,15,0,0,0,0,0,0,0,0,0,5,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,162,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,0,3,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,21,34,1,37,5,8,50,293,0,0,0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M01895:175:000000000-CJJKT:1:1104:9453:5624__kiwi2019__AG0320-368__515f,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,37,0,11,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,376,69,0,0,8,10,76,346,211,387,75,128,90,136,81,362,85,21,270,455,191,62,481,25,334,39,150,732,140,172,91,222,339,453,339,555,109,60,169,358,16,0,28,165,237,1,70,14,134,530,27,53,598,0,111,461,696,17,49,19,57,30,238,31,148,4,12,41,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,10,0,4,0,7,0,0,4,1,0,0,0,0,0,0,2,0,0,1,2,0,0,7,7,5,0,0,0,0,0,0,279,0,0,0,0,0,5,0,5,7,48,0,0,0,18,0,0,9,0,7,0,308,28,391,22,0,3,61,81,0,141,94,0,6,0,275,6,35,67,9,45,0,5,106,59,5,35,7,2,62,12,53,0,60,109,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1167,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,173,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,142,4,234,58,0,12,1,7,265,18,547,65,40,644,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
